date,wm_yr_wk,weekday,wday,month,year,d
2012-07-18,11225,Wednesday,5,7,2012,d_537
2012-07-19,11225,Thursday,6,7,2012,d_538
2012-07-20,11225,Friday,7,7,2012,d_539
2012-07-21,11226,Saturday,1,7,2012,d_540
2012-07-22,11226,Sunday,2,7,2012,d_541
2012-07-23,11226,Monday,3,7,2012,d_542
2012-07-24,11226,Tuesday,4,7,2012,d_543
2012-07-25,11226,Wednesday,5,7,2012,d_544
2012-07-26,11226,Thursday,6,7,2012,d_545
2012-07-27,11226,Friday,7,7,2012,d_546
2012-07-28,11227,Saturday,1,7,2012,d_547
2012-07-29,11227,Sunday,2,7,2012,d_548
2012-07-30,11227,Monday,3,7,2012,d_549
2012-07-31,11227,Tuesday,4,7,2012,d_550
2012-08-01,11227,Wednesday,5,8,2012,d_551
2012-08-02,11227,Thursday,6,8,2012,d_552
2012-08-03,11227,Friday,7,8,2012,d_553
2012-08-04,11228,Saturday,1,8,2012,d_554
2012-08-05,11228,Sunday,2,8,2012,d_555
2012-08-06,11228,Monday,3,8,2012,d_556
2012-08-07,11228,Tuesday,4,8,2012,d_557
2012-08-08,11228,Wednesday,5,8,2012,d_558
2012-08-09,11228,Thursday,6,8,2012,d_559
2012-08-10,11228,Friday,7,8,2012,d_560
2012-08-11,11229,Saturday,1,8,2012,d_561
2012-08-12,11229,Sunday,2,8,2012,d_562
2012-08-13,11229,Monday,3,8,2012,d_563
2012-08-14,11229,Tuesday,4,8,2012,d_564
2012-08-15,11229,Wednesday,5,8,2012,d_565
2012-08-16,11229,Thursday,6,8,2012,d_566
2012-08-17,11229,Friday,7,8,2012,d_567
2012-08-18,11230,Saturday,1,8,2012,d_568
2012-08-19,11230,Sunday,2,8,2012,d_569
2012-08-20,11230,Monday,3,8,2012,d_570
2012-08-21,11230,Tuesday,4,8,2012,d_571
2012-08-22,11230,Wednesday,5,8,2012,d_572
2012-08-23,11230,Thursday,6,8,2012,d_573
2012-08-24,11230,Friday,7,8,2012,d_574
2012-08-25,11231,Saturday,1,8,2012,d_575
2012-08-26,11231,Sunday,2,8,2012,d_576
2012-08-27,11231,Monday,3,8,2012,d_577
2012-08-28,11231,Tuesday,4,8,2012,d_578
2012-08-29,11231,Wednesday,5,8,2012,d_579
2012-08-30,11231,Thursday,6,8,2012,d_580
2012-08-31,11231,Friday,7,8,2012,d_581
2012-09-01,11232,Saturday,1,9,2012,d_582
2012-09-02,11232,Sunday,2,9,2012,d_583
2012-09-03,11232,Monday,3,9,2012,d_584
2012-09-04,11232,Tuesday,4,9,2012,d_585
2012-09-05,11232,Wednesday,5,9,2012,d_586
2012-09-06,11232,Thursday,6,9,2012,d_587
2012-09-07,11232,Friday,7,9,2012,d_588
2012-09-08,11233,Saturday,1,9,2012,d_589
2012-09-09,11233,Sunday,2,9,2012,d_590
2012-09-10,11233,Monday,3,9,2012,d_591
2012-09-11,11233,Tuesday,4,9,2012,d_592
2012-09-12,11233,Wednesday,5,9,2012,d_593
2012-09-13,11233,Thursday,6,9,2012,d_594
2012-09-14,11233,Friday,7,9,2012,d_595
2012-09-15,11234,Saturday,1,9,2012,d_596
2012-09-16,11234,Sunday,2,9,2012,d_597
2012-09-17,11234,Monday,3,9,2012,d_598
2012-09-18,11234,Tuesday,4,9,2012,d_599
2012-09-19,11234,Wednesday,5,9,2012,d_600
2012-09-20,11234,Thursday,6,9,2012,d_601
2012-09-21,11234,Friday,7,9,2012,d_602
2012-09-22,11235,Saturday,1,9,2012,d_603
2012-09-23,11235,Sunday,2,9,2012,d_604
2012-09-24,11235,Monday,3,9,2012,d_605
2012-09-25,11235,Tuesday,4,9,2012,d_606
2012-09-26,11235,Wednesday,5,9,2012,d_607
2012-09-27,11235,Thursday,6,9,2012,d_608
2012-09-28,11235,Friday,7,9,2012,d_609
2012-09-29,11236,Saturday,1,9,2012,d_610
2012-09-30,11236,Sunday,2,9,2012,d_611
2012-10-01,11236,Monday,3,10,2012,d_612
2012-10-02,11236,Tuesday,4,10,2012,d_613
2012-10-03,11236,Wednesday,5,10,2012,d_614
2012-10-04,11236,Thursday,6,10,2012,d_615
2012-10-05,11236,Friday,7,10,2012,d_616
2012-10-06,11237,Saturday,1,10,2012,d_617
2012-10-07,11237,Sunday,2,10,2012,d_618
2012-10-08,11237,Monday,3,10,2012,d_619
2012-10-09,11237,Tuesday,4,10,2012,d_620
2012-10-10,11237,Wednesday,5,10,2012,d_621
2012-10-11,11237,Thursday,6,10,2012,d_622
2012-10-12,11237,Friday,7,10,2012,d_623
2012-10-13,11238,Saturday,1,10,2012,d_624
2012-10-14,11238,Sunday,2,10,2012,d_625
2012-10-15,11238,Monday,3,10,2012,d_626
2012-10-16,11238,Tuesday,4,10,2012,d_627
2012-10-17,11238,Wednesday,5,10,2012,d_628
2012-10-18,11238,Thursday,6,10,2012,d_629
2012-10-19,11238,Friday,7,10,2012,d_630
2012-10-20,11239,Saturday,1,10,2012,d_631
2012-10-21,11239,Sunday,2,10,2012,d_632
2012-10-22,11239,Monday,3,10,2012,d_633
2012-10-23,11239,Tuesday,4,10,2012,d_634
2012-10-24,11239,Wednesday,5,10,2012,d_635
2012-10-25,11239,Thursday,6,10,2012,d_636
2012-10-26,11239,Friday,7,10,2012,d_637
2012-10-27,11240,Saturday,1,10,2012,d_638
2012-10-28,11240,Sunday,2,10,2012,d_639
2012-10-29,11240,Monday,3,10,2012,d_640
2012-10-30,11240,Tuesday,4,10,2012,d_641
2012-10-31,11240,Wednesday,5,10,2012,d_642
2012-11-01,11240,Thursday,6,11,2012,d_643
2012-11-02,11240,Friday,7,11,2012,d_644
2012-11-03,11241,Saturday,1,11,2012,d_645
2012-11-04,11241,Sunday,2,11,2012,d_646
2012-11-05,11241,Monday,3,11,2012,d_647
2012-11-06,11241,Tuesday,4,11,2012,d_648
2012-11-07,11241,Wednesday,5,11,2012,d_649
2012-11-08,11241,Thursday,6,11,2012,d_650
2012-11-09,11241,Friday,7,11,2012,d_651
2012-11-10,11242,Saturday,1,11,2012,d_652
2012-11-11,11242,Sunday,2,11,2012,d_653
2012-11-12,11242,Monday,3,11,2012,d_654
2012-11-13,11242,Tuesday,4,11,2012,d_655
2012-11-14,11242,Wednesday,5,11,2012,d_656
2012-11-15,11242,Thursday,6,11,2012,d_657
2012-11-16,11242,Friday,7,11,2012,d_658
2012-11-17,11243,Saturday,1,11,2012,d_659
2012-11-18,11243,Sunday,2,11,2012,d_660
2012-11-19,11243,Monday,3,11,2012,d_661
2012-11-20,11243,Tuesday,4,11,2012,d_662
2012-11-21,11243,Wednesday,5,11,2012,d_663
2012-11-22,11243,Thursday,6,11,2012,d_664
2012-11-23,11243,Friday,7,11,2012,d_665
2012-11-24,11244,Saturday,1,11,2012,d_666
2012-11-25,11244,Sunday,2,11,2012,d_667
2012-11-26,11244,Monday,3,11,2012,d_668
2012-11-27,11244,Tuesday,4,11,2012,d_669
2012-11-28,11244,Wednesday,5,11,2012,d_670
2012-11-29,11244,Thursday,6,11,2012,d_671
2012-11-30,11244,Friday,7,11,2012,d_672
2012-12-01,11245,Saturday,1,12,2012,d_673
2012-12-02,11245,Sunday,2,12,2012,d_674
2012-12-03,11245,Monday,3,12,2012,d_675
2012-12-04,11245,Tuesday,4,12,2012,d_676
2012-12-05,11245,Wednesday,5,12,2012,d_677
2012-12-06,11245,Thursday,6,12,2012,d_678
2012-12-07,11245,Friday,7,12,2012,d_679
2012-12-08,11246,Saturday,1,12,2012,d_680
2012-12-09,11246,Sunday,2,12,2012,d_681
2012-12-10,11246,Monday,3,12,2012,d_682
2012-12-11,11246,Tuesday,4,12,2012,d_683
2012-12-12,11246,Wednesday,5,12,2012,d_684
2012-12-13,11246,Thursday,6,12,2012,d_685
2012-12-14,11246,Friday,7,12,2012,d_686
2012-12-15,11247,Saturday,1,12,2012,d_687
2012-12-16,11247,Sunday,2,12,2012,d_688
2012-12-17,11247,Monday,3,12,2012,d_689
2012-12-18,11247,Tuesday,4,12,2012,d_690
2012-12-19,11247,Wednesday,5,12,2012,d_691
2012-12-20,11247,Thursday,6,12,2012,d_692
2012-12-21,11247,Friday,7,12,2012,d_693
2012-12-22,11248,Saturday,1,12,2012,d_694
2012-12-23,11248,Sunday,2,12,2012,d_695
2012-12-24,11248,Monday,3,12,2012,d_696
2012-12-25,11248,Tuesday,4,12,2012,d_697
2012-12-26,11248,Wednesday,5,12,2012,d_698
2012-12-27,11248,Thursday,6,12,2012,d_699
2012-12-28,11248,Friday,7,12,2012,d_700
2012-12-29,11249,Saturday,1,12,2012,d_701
2012-12-30,11249,Sunday,2,12,2012,d_702
2012-12-31,11249,Monday,3,12,2012,d_703
2013-01-01,11249,Tuesday,4,1,2013,d_704
2013-01-02,11249,Wednesday,5,1,2013,d_705
2013-01-03,11249,Thursday,6,1,2013,d_706
2013-01-04,11249,Friday,7,1,2013,d_707
2013-01-05,11250,Saturday,1,1,2013,d_708
2013-01-06,11250,Sunday,2,1,2013,d_709
2013-01-07,11250,Monday,3,1,2013,d_710
2013-01-08,11250,Tuesday,4,1,2013,d_711
2013-01-09,11250,Wednesday,5,1,2013,d_712
2013-01-10,11250,Thursday,6,1,2013,d_713
2013-01-11,11250,Friday,7,1,2013,d_714
2013-01-12,11251,Saturday,1,1,2013,d_715
2013-01-13,11251,Sunday,2,1,2013,d_716
2013-01-14,11251,Monday,3,1,2013,d_717
2013-01-15,11251,Tuesday,4,1,2013,d_718
2013-01-16,11251,Wednesday,5,1,2013,d_719
2013-01-17,11251,Thursday,6,1,2013,d_720
2013-01-18,11251,Friday,7,1,2013,d_721
2013-01-19,11252,Saturday,1,1,2013,d_722
2013-01-20,11252,Sunday,2,1,2013,d_723
2013-01-21,11252,Monday,3,1,2013,d_724
2013-01-22,11252,Tuesday,4,1,2013,d_725
2013-01-23,11252,Wednesday,5,1,2013,d_726
2013-01-24,11252,Thursday,6,1,2013,d_727
2013-01-25,11252,Friday,7,1,2013,d_728
2013-01-26,11301,Saturday,1,1,2013,d_729
2013-01-27,11301,Sunday,2,1,2013,d_730
2013-01-28,11301,Monday,3,1,2013,d_731
2013-01-29,11301,Tuesday,4,1,2013,d_732
2013-01-30,11301,Wednesday,5,1,2013,d_733
2013-01-31,11301,Thursday,6,1,2013,d_734
2013-02-01,11301,Friday,7,2,2013,d_735
2013-02-02,11302,Saturday,1,2,2013,d_736
2013-02-03,11302,Sunday,2,2,2013,d_737
2013-02-04,11302,Monday,3,2,2013,d_738
2013-02-05,11302,Tuesday,4,2,2013,d_739
2013-02-06,11302,Wednesday,5,2,2013,d_740
2013-02-07,11302,Thursday,6,2,2013,d_741
2013-02-08,11302,Friday,7,2,2013,d_742
2013-02-09,11303,Saturday,1,2,2013,d_743
2013-02-10,11303,Sunday,2,2,2013,d_744
2013-02-11,11303,Monday,3,2,2013,d_745
2013-02-12,11303,Tuesday,4,2,2013,d_746
2013-02-13,11303,Wednesday,5,2,2013,d_747
2013-02-14,11303,Thursday,6,2,2013,d_748
2013-02-15,11303,Friday,7,2,2013,d_749
2013-02-16,11304,Saturday,1,2,2013,d_750
2013-02-17,11304,Sunday,2,2,2013,d_751
2013-02-18,11304,Monday,3,2,2013,d_752
2013-02-19,11304,Tuesday,4,2,2013,d_753
2013-02-20,11304,Wednesday,5,2,2013,d_754
2013-02-21,11304,Thursday,6,2,2013,d_755
2013-02-22,11304,Friday,7,2,2013,d_756
2013-02-23,11305,Saturday,1,2,2013,d_757
2013-02-24,11305,Sunday,2,2,2013,d_758
2013-02-25,11305,Monday,3,2,2013,d_759
2013-02-26,11305,Tuesday,4,2,2013,d_760
2013-02-27,11305,Wednesday,5,2,2013,d_761
2013-02-28,11305,Thursday,6,2,2013,d_762
2013-03-01,11305,Friday,7,3,2013,d_763
2013-03-02,11306,Saturday,1,3,2013,d_764
2013-03-03,11306,Sunday,2,3,2013,d_765
2013-03-04,11306,Monday,3,3,2013,d_766
2013-03-05,11306,Tuesday,4,3,2013,d_767
2013-03-06,11306,Wednesday,5,3,2013,d_768
2013-03-07,11306,Thursday,6,3,2013,d_769
2013-03-08,11306,Friday,7,3,2013,d_770
2013-03-09,11307,Saturday,1,3,2013,d_771
2013-03-10,11307,Sunday,2,3,2013,d_772
2013-03-11,11307,Monday,3,3,2013,d_773
2013-03-12,11307,Tuesday,4,3,2013,d_774
2013-03-13,11307,Wednesday,5,3,2013,d_775
2013-03-14,11307,Thursday,6,3,2013,d_776
2013-03-15,11307,Friday,7,3,2013,d_777
2013-03-16,11308,Saturday,1,3,2013,d_778
2013-03-17,11308,Sunday,2,3,2013,d_779
2013-03-18,11308,Monday,3,3,2013,d_780
2013-03-19,11308,Tuesday,4,3,2013,d_781
2013-03-20,11308,Wednesday,5,3,2013,d_782
2013-03-21,11308,Thursday,6,3,2013,d_783
2013-03-22,11308,Friday,7,3,2013,d_784
2013-03-23,11309,Saturday,1,3,2013,d_785
2013-03-24,11309,Sunday,2,3,2013,d_786
2013-03-25,11309,Monday,3,3,2013,d_787
2013-03-26,11309,Tuesday,4,3,2013,d_788
2013-03-27,11309,Wednesday,5,3,2013,d_789
2013-03-28,11309,Thursday,6,3,2013,d_790
2013-03-29,11309,Friday,7,3,2013,d_791
2013-03-30,11310,Saturday,1,3,2013,d_792
2013-03-31,11310,Sunday,2,3,2013,d_793
2013-04-01,11310,Monday,3,4,2013,d_794
2013-04-02,11310,Tuesday,4,4,2013,d_795
2013-04-03,11310,Wednesday,5,4,2013,d_796
2013-04-04,11310,Thursday,6,4,2013,d_797
2013-04-05,11310,Friday,7,4,2013,d_798
2013-04-06,11311,Saturday,1,4,2013,d_799
2013-04-07,11311,Sunday,2,4,2013,d_800
2013-04-08,11311,Monday,3,4,2013,d_801
2013-04-09,11311,Tuesday,4,4,2013,d_802
2013-04-10,11311,Wednesday,5,4,2013,d_803
2013-04-11,11311,Thursday,6,4,2013,d_804
2013-04-12,11311,Friday,7,4,2013,d_805
2013-04-13,11312,Saturday,1,4,2013,d_806
2013-04-14,11312,Sunday,2,4,2013,d_807
2013-04-15,11312,Monday,3,4,2013,d_808
2013-04-16,11312,Tuesday,4,4,2013,d_809
2013-04-17,11312,Wednesday,5,4,2013,d_810
2013-04-18,11312,Thursday,6,4,2013,d_811
2013-04-19,11312,Friday,7,4,2013,d_812
2013-04-20,11313,Saturday,1,4,2013,d_813
2013-04-21,11313,Sunday,2,4,2013,d_814
2013-04-22,11313,Monday,3,4,2013,d_815
2013-04-23,11313,Tuesday,4,4,2013,d_816
2013-04-24,11313,Wednesday,5,4,2013,d_817
2013-04-25,11313,Thursday,6,4,2013,d_818
2013-04-26,11313,Friday,7,4,2013,d_819
2013-04-27,11314,Saturday,1,4,2013,d_820
2013-04-28,11314,Sunday,2,4,2013,d_821
2013-04-29,11314,Monday,3,4,2013,d_822
2013-04-30,11314,Tuesday,4,4,2013,d_823
2013-05-01,11314,Wednesday,5,5,2013,d_824
2013-05-02,11314,Thursday,6,5,2013,d_825
2013-05-03,11314,Friday,7,5,2013,d_826
2013-05-04,11315,Saturday,1,5,2013,d_827
2013-05-05,11315,Sunday,2,5,2013,d_828
2013-05-06,11315,Monday,3,5,2013,d_829
2013-05-07,11315,Tuesday,4,5,2013,d_830
2013-05-08,11315,Wednesday,5,5,2013,d_831
2013-05-09,11315,Thursday,6,5,2013,d_832
2013-05-10,11315,Friday,7,5,2013,d_833
2013-05-11,11316,Saturday,1,5,2013,d_834
2013-05-12,11316,Sunday,2,5,2013,d_835
2013-05-13,11316,Monday,3,5,2013,d_836
2013-05-14,11316,Tuesday,4,5,2013,d_837
2013-05-15,11316,Wednesday,5,5,2013,d_838
2013-05-16,11316,Thursday,6,5,2013,d_839
2013-05-17,11316,Friday,7,5,2013,d_840
2013-05-18,11317,Saturday,1,5,2013,d_841
2013-05-19,11317,Sunday,2,5,2013,d_842
2013-05-20,11317,Monday,3,5,2013,d_843
2013-05-21,11317,Tuesday,4,5,2013,d_844
2013-05-22,11317,Wednesday,5,5,2013,d_845
2013-05-23,11317,Thursday,6,5,2013,d_846
2013-05-24,11317,Friday,7,5,2013,d_847
2013-05-25,11318,Saturday,1,5,2013,d_848
2013-05-26,11318,Sunday,2,5,2013,d_849
2013-05-27,11318,Monday,3,5,2013,d_850
2013-05-28,11318,Tuesday,4,5,2013,d_851
2013-05-29,11318,Wednesday,5,5,2013,d_852
2013-05-30,11318,Thursday,6,5,2013,d_853
2013-05-31,11318,Friday,7,5,2013,d_854
2013-06-01,11319,Saturday,1,6,2013,d_855
2013-06-02,11319,Sunday,2,6,2013,d_856
2013-06-03,11319,Monday,3,6,2013,d_857
2013-06-04,11319,Tuesday,4,6,2013,d_858
2013-06-05,11319,Wednesday,5,6,2013,d_859
2013-06-06,11319,Thursday,6,6,2013,d_860
2013-06-07,11319,Friday,7,6,2013,d_861
2013-06-08,11320,Saturday,1,6,2013,d_862
2013-06-09,11320,Sunday,2,6,2013,d_863
2013-06-10,11320,Monday,3,6,2013,d_864
2013-06-11,11320,Tuesday,4,6,2013,d_865
2013-06-12,11320,Wednesday,5,6,2013,d_866
2013-06-13,11320,Thursday,6,6,2013,d_867
2013-06-14,11320,Friday,7,6,2013,d_868
2013-06-15,11321,Saturday,1,6,2013,d_869
2013-06-16,11321,Sunday,2,6,2013,d_870
2013-06-17,11321,Monday,3,6,2013,d_871
2013-06-18,11321,Tuesday,4,6,2013,d_872
2013-06-19,11321,Wednesday,5,6,2013,d_873
2013-06-20,11321,Thursday,6,6,2013,d_874
2013-06-21,11321,Friday,7,6,2013,d_875
2013-06-22,11322,Saturday,1,6,2013,d_876
2013-06-23,11322,Sunday,2,6,2013,d_877
2013-06-24,11322,Monday,3,6,2013,d_878
2013-06-25,11322,Tuesday,4,6,2013,d_879
2013-06-26,11322,Wednesday,5,6,2013,d_880
2013-06-27,11322,Thursday,6,6,2013,d_881
2013-06-28,11322,Friday,7,6,2013,d_882
2013-06-29,11323,Saturday,1,6,2013,d_883
2013-06-30,11323,Sunday,2,6,2013,d_884
2013-07-01,11323,Monday,3,7,2013,d_885
2013-07-02,11323,Tuesday,4,7,2013,d_886
2013-07-03,11323,Wednesday,5,7,2013,d_887
2013-07-04,11323,Thursday,6,7,2013,d_888
2013-07-05,11323,Friday,7,7,2013,d_889
2013-07-06,11324,Saturday,1,7,2013,d_890
2013-07-07,11324,Sunday,2,7,2013,d_891
2013-07-08,11324,Monday,3,7,2013,d_892
2013-07-09,11324,Tuesday,4,7,2013,d_893
2013-07-10,11324,Wednesday,5,7,2013,d_894
2013-07-11,11324,Thursday,6,7,2013,d_895
2013-07-12,11324,Friday,7,7,2013,d_896
2013-07-13,11325,Saturday,1,7,2013,d_897
2013-07-14,11325,Sunday,2,7,2013,d_898
2013-07-15,11325,Monday,3,7,2013,d_899
2013-07-16,11325,Tuesday,4,7,2013,d_900
2013-07-17,11325,Wednesday,5,7,2013,d_901
2013-07-18,11325,Thursday,6,7,2013,d_902
2013-07-19,11325,Friday,7,7,2013,d_903
2013-07-20,11326,Saturday,1,7,2013,d_904
2013-07-21,11326,Sunday,2,7,2013,d_905
2013-07-22,11326,Monday,3,7,2013,d_906
2013-07-23,11326,Tuesday,4,7,2013,d_907
2013-07-24,11326,Wednesday,5,7,2013,d_908
2013-07-25,11326,Thursday,6,7,2013,d_909
2013-07-26,11326,Friday,7,7,2013,d_910
2013-07-27,11327,Saturday,1,7,2013,d_911
2013-07-28,11327,Sunday,2,7,2013,d_912
2013-07-29,11327,Monday,3,7,2013,d_913
2013-07-30,11327,Tuesday,4,7,2013,d_914
2013-07-31,11327,Wednesday,5,7,2013,d_915
2013-08-01,11327,Thursday,6,8,2013,d_916
2013-08-02,11327,Friday,7,8,2013,d_917
2013-08-03,11328,Saturday,1,8,2013,d_918
2013-08-04,11328,Sunday,2,8,2013,d_919
2013-08-05,11328,Monday,3,8,2013,d_920
2013-08-06,11328,Tuesday,4,8,2013,d_921
2013-08-07,11328,Wednesday,5,8,2013,d_922
2013-08-08,11328,Thursday,6,8,2013,d_923
2013-08-09,11328,Friday,7,8,2013,d_924
2013-08-10,11329,Saturday,1,8,2013,d_925
2013-08-11,11329,Sunday,2,8,2013,d_926
2013-08-12,11329,Monday,3,8,2013,d_927
2013-08-13,11329,Tuesday,4,8,2013,d_928
2013-08-14,11329,Wednesday,5,8,2013,d_929
2013-08-15,11329,Thursday,6,8,2013,d_930
2013-08-16,11329,Friday,7,8,2013,d_931
2013-08-17,11330,Saturday,1,8,2013,d_932
2013-08-18,11330,Sunday,2,8,2013,d_933
2013-08-19,11330,Monday,3,8,2013,d_934
2013-08-20,11330,Tuesday,4,8,2013,d_935
2013-08-21,11330,Wednesday,5,8,2013,d_936
2013-08-22,11330,Thursday,6,8,2013,d_937
2013-08-23,11330,Friday,7,8,2013,d_938
2013-08-24,11331,Saturday,1,8,2013,d_939
2013-08-25,11331,Sunday,2,8,2013,d_940
2013-08-26,11331,Monday,3,8,2013,d_941
2013-08-27,11331,Tuesday,4,8,2013,d_942
2013-08-28,11331,Wednesday,5,8,2013,d_943
2013-08-29,11331,Thursday,6,8,2013,d_944
2013-08-30,11331,Friday,7,8,2013,d_945
2013-08-31,11332,Saturday,1,8,2013,d_946
2013-09-01,11332,Sunday,2,9,2013,d_947
2013-09-02,11332,Monday,3,9,2013,d_948
2013-09-03,11332,Tuesday,4,9,2013,d_949
2013-09-04,11332,Wednesday,5,9,2013,d_950
2013-09-05,11332,Thursday,6,9,2013,d_951
2013-09-06,11332,Friday,7,9,2013,d_952
2013-09-07,11333,Saturday,1,9,2013,d_953
2013-09-08,11333,Sunday,2,9,2013,d_954
2013-09-09,11333,Monday,3,9,2013,d_955
2013-09-10,11333,Tuesday,4,9,2013,d_956
2013-09-11,11333,Wednesday,5,9,2013,d_957
2013-09-12,11333,Thursday,6,9,2013,d_958
2013-09-13,11333,Friday,7,9,2013,d_959
2013-09-14,11334,Saturday,1,9,2013,d_960
2013-09-15,11334,Sunday,2,9,2013,d_961
2013-09-16,11334,Monday,3,9,2013,d_962
2013-09-17,11334,Tuesday,4,9,2013,d_963
2013-09-18,11334,Wednesday,5,9,2013,d_964
2013-09-19,11334,Thursday,6,9,2013,d_965
2013-09-20,11334,Friday,7,9,2013,d_966
2013-09-21,11335,Saturday,1,9,2013,d_967
2013-09-22,11335,Sunday,2,9,2013,d_968
2013-09-23,11335,Monday,3,9,2013,d_969
2013-09-24,11335,Tuesday,4,9,2013,d_970
2013-09-25,11335,Wednesday,5,9,2013,d_971
2013-09-26,11335,Thursday,6,9,2013,d_972
2013-09-27,11335,Friday,7,9,2013,d_973
2013-09-28,11336,Saturday,1,9,2013,d_974
2013-09-29,11336,Sunday,2,9,2013,d_975
2013-09-30,11336,Monday,3,9,2013,d_976
2013-10-01,11336,Tuesday,4,10,2013,d_977
2013-10-02,11336,Wednesday,5,10,2013,d_978
2013-10-03,11336,Thursday,6,10,2013,d_979
2013-10-04,11336,Friday,7,10,2013,d_980
2013-10-05,11337,Saturday,1,10,2013,d_981
2013-10-06,11337,Sunday,2,10,2013,d_982
2013-10-07,11337,Monday,3,10,2013,d_983
2013-10-08,11337,Tuesday,4,10,2013,d_984
2013-10-09,11337,Wednesday,5,10,2013,d_985
2013-10-10,11337,Thursday,6,10,2013,d_986
2013-10-11,11337,Friday,7,10,2013,d_987
2013-10-12,11338,Saturday,1,10,2013,d_988
2013-10-13,11338,Sunday,2,10,2013,d_989
2013-10-14,11338,Monday,3,10,2013,d_990
2013-10-15,11338,Tuesday,4,10,2013,d_991
2013-10-16,11338,Wednesday,5,10,2013,d_992
2013-10-17,11338,Thursday,6,10,2013,d_993
2013-10-18,11338,Friday,7,10,2013,d_994
2013-10-19,11339,Saturday,1,10,2013,d_995
2013-10-20,11339,Sunday,2,10,2013,d_996
2013-10-21,11339,Monday,3,10,2013,d_997
2013-10-22,11339,Tuesday,4,10,2013,d_998
2013-10-23,11339,Wednesday,5,10,2013,d_999
2013-10-24,11339,Thursday,6,10,2013,d_1000
2013-10-25,11339,Friday,7,10,2013,d_1001
2013-10-26,11340,Saturday,1,10,2013,d_1002
2013-10-27,11340,Sunday,2,10,2013,d_1003
2013-10-28,11340,Monday,3,10,2013,d_1004
2013-10-29,11340,Tuesday,4,10,2013,d_1005
2013-10-30,11340,Wednesday,5,10,2013,d_1006
2013-10-31,11340,Thursday,6,10,2013,d_1007
2013-11-01,11340,Friday,7,11,2013,d_1008
2013-11-02,11341,Saturday,1,11,2013,d_1009
2013-11-03,11341,Sunday,2,11,2013,d_1010
2013-11-04,11341,Monday,3,11,2013,d_1011
2013-11-05,11341,Tuesday,4,11,2013,d_1012
2013-11-06,11341,Wednesday,5,11,2013,d_1013
2013-11-07,11341,Thursday,6,11,2013,d_1014
2013-11-08,11341,Friday,7,11,2013,d_1015
2013-11-09,11342,Saturday,1,11,2013,d_1016
2013-11-10,11342,Sunday,2,11,2013,d_1017
2013-11-11,11342,Monday,3,11,2013,d_1018
2013-11-12,11342,Tuesday,4,11,2013,d_1019
2013-11-13,11342,Wednesday,5,11,2013,d_1020
2013-11-14,11342,Thursday,6,11,2013,d_1021
2013-11-15,11342,Friday,7,11,2013,d_1022
2013-11-16,11343,Saturday,1,11,2013,d_1023
2013-11-17,11343,Sunday,2,11,2013,d_1024
2013-11-18,11343,Monday,3,11,2013,d_1025
2013-11-19,11343,Tuesday,4,11,2013,d_1026
2013-11-20,11343,Wednesday,5,11,2013,d_1027
2013-11-21,11343,Thursday,6,11,2013,d_1028
2013-11-22,11343,Friday,7,11,2013,d_1029
2013-11-23,11344,Saturday,1,11,2013,d_1030
2013-11-24,11344,Sunday,2,11,2013,d_1031
2013-11-25,11344,Monday,3,11,2013,d_1032
2013-11-26,11344,Tuesday,4,11,2013,d_1033
2013-11-27,11344,Wednesday,5,11,2013,d_1034
2013-11-28,11344,Thursday,6,11,2013,d_1035
2013-11-29,11344,Friday,7,11,2013,d_1036
2013-11-30,11345,Saturday,1,11,2013,d_1037
2013-12-01,11345,Sunday,2,12,2013,d_1038
2013-12-02,11345,Monday,3,12,2013,d_1039
2013-12-03,11345,Tuesday,4,12,2013,d_1040
2013-12-04,11345,Wednesday,5,12,2013,d_1041
2013-12-05,11345,Thursday,6,12,2013,d_1042
2013-12-06,11345,Friday,7,12,2013,d_1043
2013-12-07,11346,Saturday,1,12,2013,d_1044
2013-12-08,11346,Sunday,2,12,2013,d_1045
2013-12-09,11346,Monday,3,12,2013,d_1046
2013-12-10,11346,Tuesday,4,12,2013,d_1047
2013-12-11,11346,Wednesday,5,12,2013,d_1048
2013-12-12,11346,Thursday,6,12,2013,d_1049
2013-12-13,11346,Friday,7,12,2013,d_1050
2013-12-14,11347,Saturday,1,12,2013,d_1051
2013-12-15,11347,Sunday,2,12,2013,d_1052
2013-12-16,11347,Monday,3,12,2013,d_1053
2013-12-17,11347,Tuesday,4,12,2013,d_1054
2013-12-18,11347,Wednesday,5,12,2013,d_1055
2013-12-19,11347,Thursday,6,12,2013,d_1056
2013-12-20,11347,Friday,7,12,2013,d_1057
2013-12-21,11348,Saturday,1,12,2013,d_1058
2013-12-22,11348,Sunday,2,12,2013,d_1059
2013-12-23,11348,Monday,3,12,2013,d_1060
2013-12-24,11348,Tuesday,4,12,2013,d_1061
2013-12-25,11348,Wednesday,5,12,2013,d_1062
2013-12-26,11348,Thursday,6,12,2013,d_1063
2013-12-27,11348,Friday,7,12,2013,d_1064
2013-12-28,11349,Saturday,1,12,2013,d_1065
2013-12-29,11349,Sunday,2,12,2013,d_1066
2013-12-30,11349,Monday,3,12,2013,d_1067
2013-12-31,11349,Tuesday,4,12,2013,d_1068
2014-01-01,11349,Wednesday,5,1,2014,d_1069
2014-01-02,11349,Thursday,6,1,2014,d_1070
